IND_NAME,DIM_GEO_NAME,IND_CODE,DIM_GEO_CODE,DIM_TIME_YEAR,DIM_1_CODE,VALUE_NUMERIC,VALUE_STRING,VALUE_COMMENTS
Under-five mortality rate (per 1000 live births),Malta,MDG_0000000007,MLT,2022,SEX_BTSX,5.62948989868,6.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Marshall Islands,NCD_BMI_30A,MHL,2022,SEX_BTSX,45.9031295776,45.9,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Marshall Islands,M_Est_tob_curr_std,MHL,2022,SEX_BTSX,29.7999992371,29.8,The most recent survey was conducted in 2017-18. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Marshall Islands,SDGODAWS,MHL,2022,,6.41639995575,6.4,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Marshall Islands,WHS4_100,MHL,2022,,86.0,86.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Marshall Islands,SDGHPVRECEIVED,MHL,2022,SEX_FMLE,36.0,36.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Marshall Islands,MCV2,MHL,2022,,54.0,54.0,
Neonatal mortality rate (per 1000 live births),Marshall Islands,WHOSIS_000003,MHL,2022,SEX_BTSX,13.2862796783,13.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Marshall Islands,PCV3,MHL,2022,,29.0,29.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Marshall Islands,NCD_BMI_PLUS2C,MHL,2022,SEX_BTSX,18.955499649,19.0,
Prevalence of overweight in children under 5 (%),Marshall Islands,NUTOVERWEIGHTPREV,MHL,2022,,4.40000009537,4.4,
Prevalence of stunting in children under 5 (%),Marshall Islands,NUTSTUNTINGPREV,MHL,2022,,30.5,30.5,
Proportion of population with primary reliance on clean fuels and technology (%),Marshall Islands,PHE_HHAIR_PROP_POP_CLEAN_FUELS,MHL,2022,,64.0,64.0,
Reported number of people requiring interventions against NTDs,Marshall Islands,SDGNTDTREATMENT,MHL,2022,,19594.0,19594.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Marshall Islands,SDGODA01,MHL,2022,,33.5200004578,33.5,
Tuberculosis incidence (per 100 000 population),Marshall Islands,MDG_0000000020,MHL,2022,,483.0,483.0,
Under-five mortality rate (per 1000 live births),Marshall Islands,MDG_0000000007,MHL,2022,SEX_BTSX,28.640920639,29.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Mauritania,NCD_BMI_30A,MRT,2022,SEX_BTSX,22.6879501343,22.7,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Mauritania,M_Est_tob_curr_std,MRT,2022,SEX_BTSX,9.5,9.5,The most recent survey was conducted in 2019-21. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Mauritania,SDGODAWS,MRT,2022,,30.7940006256,30.8,
Density of dentists (per 10 000 population) ,Mauritania,HWF_0010,MRT,2022,,0.277000010014,0.3,
Density of medical doctors (per 10 000 population) ,Mauritania,HWF_0001,MRT,2022,,2.36100006104,2.4,
Density of nursing and midwifery personnel (per 10 000 population) ,Mauritania,HWF_0006,MRT,2022,,16.5599994659,16.6,
Density of pharmacists (per 10 000 population) ,Mauritania,HWF_0014,MRT,2022,,0.179000005126,0.2,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Mauritania,WHS4_100,MRT,2022,,76.0,76.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Mauritania,SDGHPVRECEIVED,MRT,2022,SEX_FMLE,24.0,24.0,
Malaria incidence (per 1000 population at risk),Mauritania,MALARIA_EST_INCIDENCE,MRT,2022,,44.851940155,44.9,
Neonatal mortality rate (per 1000 live births),Mauritania,WHOSIS_000003,MRT,2022,SEX_BTSX,22.046749115,22.0,
New HIV infections (per 1000 uninfected population),Mauritania,SDGHIV,MRT,2022,SEX_BTSX,0.119999997318,0.1,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Mauritania,PCV3,MRT,2022,,73.0,73.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Mauritania,NCD_BMI_PLUS2C,MRT,2022,SEX_BTSX,8.03044033051,8.0,
Prevalence of overweight in children under 5 (%),Mauritania,NUTOVERWEIGHTPREV,MRT,2022,,2.0,2.0,
Prevalence of stunting in children under 5 (%),Mauritania,NUTSTUNTINGPREV,MRT,2022,,22.1000003815,22.1,
Prevalence of wasting in children under 5 (%),Mauritania,NUTRITION_WH_2,MRT,2022,,13.6000003815,13.6,Age-adjusted
Proportion of population using a hand-washing facility with soap and water (%),Mauritania,WSH_HYGIENE_BASIC,MRT,2022,,41.7524108887,42.0,
Proportion of population with primary reliance on clean fuels and technology (%),Mauritania,PHE_HHAIR_PROP_POP_CLEAN_FUELS,MRT,2022,,48.9000015259,49.0,
Reported number of people requiring interventions against NTDs,Mauritania,SDGNTDTREATMENT,MRT,2022,,931435.0,931435.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Mauritania,SDGODA01,MRT,2022,,7.73999977112,7.7,
Tuberculosis incidence (per 100 000 population),Mauritania,MDG_0000000020,MRT,2022,,78.0,78.0,
Under-five mortality rate (per 1000 live births),Mauritania,MDG_0000000007,MRT,2022,SEX_BTSX,39.1798286438,39.0,
Adolescent birth rate (per 1000 women),Mauritius,MDG_0000000003,MUS,2022,AGEGROUP_YEARS15-19,19.9200000763,19.9,Registration National Statistics & WPP2022
Adolescent birth rate (per 1000 women),Mauritius,MDG_0000000003,MUS,2022,AGEGROUP_YEARS10-14,0.730000019073,0.7,Registration National Statistics & WPP2022
Age-standardized prevalence of obesity among adults (18+ years) (%),Mauritius,NCD_BMI_30A,MUS,2022,SEX_BTSX,19.2286300659,19.2,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Mauritius,M_Est_tob_curr_std,MUS,2022,SEX_BTSX,20.8999996185,20.9,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Mauritius,SDGODAWS,MUS,2022,,3.39050006866,3.4,
Density of medical doctors (per 10 000 population) ,Mauritius,HWF_0001,MUS,2022,,11.9659996033,12.0,
Density of nursing and midwifery personnel (per 10 000 population) ,Mauritius,HWF_0006,MUS,2022,,30.0119991302,30.0,
Density of pharmacists (per 10 000 population) ,Mauritius,HWF_0014,MUS,2022,,0.268999993801,0.3,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Mauritius,WHS4_100,MUS,2022,,95.0,95.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Mauritius,SDGHPVRECEIVED,MUS,2022,SEX_FMLE,21.0,21.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Mauritius,MCV2,MUS,2022,,93.0,93.0,
Neonatal mortality rate (per 1000 live births),Mauritius,WHOSIS_000003,MUS,2022,SEX_BTSX,9.53079032898,10.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Mauritius,PCV3,MUS,2022,,97.0,97.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Mauritius,NCD_BMI_PLUS2C,MUS,2022,SEX_BTSX,12.4843301773,12.5,
Prevalence of overweight in children under 5 (%),Mauritius,NUTOVERWEIGHTPREV,MUS,2022,,6.80000019073,6.8,"Most recent input data is before 2000, interpret with caution"
Prevalence of stunting in children under 5 (%),Mauritius,NUTSTUNTINGPREV,MUS,2022,,8.60000038147,8.6,"Most recent input data is before 2000, interpret with caution"
Proportion of population with primary reliance on clean fuels and technology (%),Mauritius,PHE_HHAIR_PROP_POP_CLEAN_FUELS,MUS,2022,,99.0,99.0,
Proportion of safely treated domestic wastewater flows (%),Mauritius,WSH_DOMESTIC_WASTE_SAFELY_TREATED,MUS,2022,,19.0566997528,19.0,
Reported number of people requiring interventions against NTDs,Mauritius,SDGNTDTREATMENT,MUS,2022,,1.0,1.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Mauritius,SDGODA01,MUS,2022,,5.09999990463,5.1,
Tuberculosis incidence (per 100 000 population),Mauritius,MDG_0000000020,MUS,2022,,12.0,12.0,
Under-five mortality rate (per 1000 live births),Mauritius,MDG_0000000007,MUS,2022,SEX_BTSX,14.961400032,15.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Mexico,NCD_BMI_30A,MEX,2022,SEX_BTSX,36.0299110413,36.0,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Mexico,M_Est_tob_curr_std,MEX,2022,SEX_BTSX,14.8999996185,14.9,The most recent survey was conducted in 2021. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Mexico,SDGODAWS,MEX,2022,,84.4087982178,84.4,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Mexico,WHS4_100,MEX,2022,,83.0,83.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Mexico,SDGHPVRECEIVED,MEX,2022,SEX_FMLE,80.0,80.0,
Malaria incidence (per 1000 population at risk),Mexico,MALARIA_EST_INCIDENCE,MEX,2022,,0.060300000012,0.1,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Mexico,MCV2,MEX,2022,,82.0,82.0,
Neonatal mortality rate (per 1000 live births),Mexico,WHOSIS_000003,MEX,2022,SEX_BTSX,7.80619192123,8.0,
New HIV infections (per 1000 uninfected population),Mexico,SDGHIV,MEX,2022,SEX_BTSX,0.159999996424,0.2,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Mexico,PCV3,MEX,2022,,84.0,84.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Mexico,NCD_BMI_PLUS2C,MEX,2022,SEX_BTSX,17.6572303772,17.7,
Prevalence of overweight in children under 5 (%),Mexico,NUTOVERWEIGHTPREV,MEX,2022,,6.90000009537,6.9,
Prevalence of stunting in children under 5 (%),Mexico,NUTSTUNTINGPREV,MEX,2022,,12.6000003815,12.6,
Prevalence of wasting in children under 5 (%),Mexico,NUTRITION_WH_2,MEX,2022,,1.0,1.0,Height/length modality (standing/lying) was not collected
Proportion of births attended by skilled health personnel (%),Mexico,MDG_0000000025,MEX,2022,,87.5,88.0,
Proportion of population using a hand-washing facility with soap and water (%),Mexico,WSH_HYGIENE_BASIC,MEX,2022,,93.9408187866,94.0,
Proportion of population using safely-managed drinking-water services (%),Mexico,WSH_WATER_SAFELY_MANAGED,MEX,2022,,43.0378799438,43.0,
Proportion of population using safely-managed sanitation services (%),Mexico,WSH_SANITATION_SAFELY_MANAGED,MEX,2022,,62.5008087158,63.0,
Proportion of population with primary reliance on clean fuels and technology (%),Mexico,PHE_HHAIR_PROP_POP_CLEAN_FUELS,MEX,2022,,85.6999969482,86.0,
Proportion of safely treated domestic wastewater flows (%),Mexico,WSH_DOMESTIC_WASTE_SAFELY_TREATED,MEX,2022,,64.3487319946,64.0,
Reported number of people requiring interventions against NTDs,Mexico,SDGNTDTREATMENT,MEX,2022,,19950556.0,19950556.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Mexico,SDGODA01,MEX,2022,,0.670000016689,0.7,
Tuberculosis incidence (per 100 000 population),Mexico,MDG_0000000020,MEX,2022,,28.0,28.0,
Under-five mortality rate (per 1000 live births),Mexico,MDG_0000000007,MEX,2022,SEX_BTSX,12.8341798782,13.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Micronesia (Federated States of),NCD_BMI_30A,FSM,2022,SEX_BTSX,47.100440979,47.1,
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Micronesia (Federated States of),SDGODAWS,FSM,2022,,1.73539996147,1.7,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Micronesia (Federated States of),WHS4_100,FSM,2022,,69.0,69.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Micronesia (Federated States of),SDGHPVRECEIVED,FSM,2022,SEX_FMLE,70.0,70.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Micronesia (Federated States of),MCV2,FSM,2022,,38.0,38.0,
Neonatal mortality rate (per 1000 live births),Micronesia (Federated States of),WHOSIS_000003,FSM,2022,SEX_BTSX,12.626660347,13.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Micronesia (Federated States of),PCV3,FSM,2022,,65.0,65.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Micronesia (Federated States of),NCD_BMI_PLUS2C,FSM,2022,SEX_BTSX,20.4824295044,20.5,
Proportion of population with primary reliance on clean fuels and technology (%),Micronesia (Federated States of),PHE_HHAIR_PROP_POP_CLEAN_FUELS,FSM,2022,,13.1999998093,13.0,
Reported number of people requiring interventions against NTDs,Micronesia (Federated States of),SDGNTDTREATMENT,FSM,2022,,36871.0,36871.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Micronesia (Federated States of),SDGODA01,FSM,2022,,30.2900009155,30.3,
Tuberculosis incidence (per 100 000 population),Micronesia (Federated States of),MDG_0000000020,FSM,2022,,53.0,53.0,
Under-five mortality rate (per 1000 live births),Micronesia (Federated States of),MDG_0000000007,FSM,2022,SEX_BTSX,24.2116508484,24.0,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Monaco,WHS4_100,MCO,2022,,99.0,99.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Monaco,MCV2,MCO,2022,,80.0,80.0,
Neonatal mortality rate (per 1000 live births),Monaco,WHOSIS_000003,MCO,2022,SEX_BTSX,1.49565005302,1.0,
Proportion of population using safely-managed drinking-water services (%),Monaco,WSH_WATER_SAFELY_MANAGED,MCO,2022,,100.0,100.0,
Proportion of population using safely-managed sanitation services (%),Monaco,WSH_SANITATION_SAFELY_MANAGED,MCO,2022,,100.0,100.0,
Proportion of population with primary reliance on clean fuels and technology (%),Monaco,PHE_HHAIR_PROP_POP_CLEAN_FUELS,MCO,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),Monaco,WSH_DOMESTIC_WASTE_SAFELY_TREATED,MCO,2022,,96.766166687,97.0,
Reported number of people requiring interventions against NTDs,Monaco,SDGNTDTREATMENT,MCO,2022,,0.0,0.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Monaco,MDG_0000000020,MCO,2022,,1.10000002384,1.1,
Under-five mortality rate (per 1000 live births),Monaco,MDG_0000000007,MCO,2022,SEX_BTSX,2.82607603073,3.0,
Adolescent birth rate (per 1000 women),Mongolia,MDG_0000000003,MNG,2022,AGEGROUP_YEARS15-19,21.0900001526,21.1,Registration National Statistics & WPP2022
Adolescent birth rate (per 1000 women),Mongolia,MDG_0000000003,MNG,2022,AGEGROUP_YEARS10-14,0.109999999404,0.1,Registration National Statistics & WPP2022
Age-standardized prevalence of obesity among adults (18+ years) (%),Mongolia,NCD_BMI_30A,MNG,2022,SEX_BTSX,24.1087398529,24.1,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Mongolia,M_Est_tob_curr_std,MNG,2022,SEX_BTSX,29.5,29.5,The most recent survey was conducted in 2019. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Mongolia,SDGODAWS,MNG,2022,,51.8395996094,51.8,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Mongolia,WHS4_100,MNG,2022,,95.0,95.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Mongolia,MCV2,MNG,2022,,93.0,93.0,
Neonatal mortality rate (per 1000 live births),Mongolia,WHOSIS_000003,MNG,2022,SEX_BTSX,7.50430393219,8.0,
New HIV infections (per 1000 uninfected population),Mongolia,SDGHIV,MNG,2022,SEX_BTSX,0.009999999776,0.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Mongolia,PCV3,MNG,2022,,94.0,94.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Mongolia,NCD_BMI_PLUS2C,MNG,2022,SEX_BTSX,6.44148015976,6.4,
Prevalence of overweight in children under 5 (%),Mongolia,NUTOVERWEIGHTPREV,MNG,2022,,10.6999998093,10.7,
Prevalence of stunting in children under 5 (%),Mongolia,NUTSTUNTINGPREV,MNG,2022,,6.09999990463,6.1,
Proportion of population using a hand-washing facility with soap and water (%),Mongolia,WSH_HYGIENE_BASIC,MNG,2022,,86.3769302368,86.0,
Proportion of population using safely-managed drinking-water services (%),Mongolia,WSH_WATER_SAFELY_MANAGED,MNG,2022,,39.2801589966,39.0,
Proportion of population using safely-managed sanitation services (%),Mongolia,WSH_SANITATION_SAFELY_MANAGED,MNG,2022,,65.9641113281,66.0,
Proportion of population with primary reliance on clean fuels and technology (%),Mongolia,PHE_HHAIR_PROP_POP_CLEAN_FUELS,MNG,2022,,54.2000007629,54.0,
Proportion of safely treated domestic wastewater flows (%),Mongolia,WSH_DOMESTIC_WASTE_SAFELY_TREATED,MNG,2022,,26.1438999176,26.0,
Reported number of people requiring interventions against NTDs,Mongolia,SDGNTDTREATMENT,MNG,2022,,0.0,0.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Mongolia,SDGODA01,MNG,2022,,6.71000003815,6.7,
Tuberculosis incidence (per 100 000 population),Mongolia,MDG_0000000020,MNG,2022,,452.0,452.0,
Under-five mortality rate (per 1000 live births),Mongolia,MDG_0000000007,MNG,2022,SEX_BTSX,13.4110898972,13.0,
Adolescent birth rate (per 1000 women),Montenegro,MDG_0000000003,MNE,2022,AGEGROUP_YEARS15-19,8.56999969482,8.6,Registration National Statistics & WPP2022
Adolescent birth rate (per 1000 women),Montenegro,MDG_0000000003,MNE,2022,AGEGROUP_YEARS10-14,0.0,0.0,Registration National Statistics & WPP2022
Age-standardized prevalence of obesity among adults (18+ years) (%),Montenegro,NCD_BMI_30A,MNE,2022,SEX_BTSX,17.995880127,18.0,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Montenegro,M_Est_tob_curr_std,MNE,2022,SEX_BTSX,32.0,32.0,The most recent survey was conducted in 2017. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Montenegro,SDGODAWS,MNE,2022,,15.3899002075,15.4,
Density of dentists (per 10 000 population) ,Montenegro,HWF_0010,MNE,2022,,0.589999973774,0.6,
Density of medical doctors (per 10 000 population) ,Montenegro,HWF_0001,MNE,2022,,27.5240001678,27.5,
Density of nursing and midwifery personnel (per 10 000 population) ,Montenegro,HWF_0006,MNE,2022,,59.9269981384,59.9,
Density of pharmacists (per 10 000 population) ,Montenegro,HWF_0014,MNE,2022,,2.37599992752,2.4,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Montenegro,WHS4_100,MNE,2022,,80.0,80.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Montenegro,MCV2,MNE,2022,,70.0,70.0,
Neonatal mortality rate (per 1000 live births),Montenegro,WHOSIS_000003,MNE,2022,SEX_BTSX,1.03339898586,1.0,
New HIV infections (per 1000 uninfected population),Montenegro,SDGHIV,MNE,2022,SEX_BTSX,0.019999999553,0.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Montenegro,NCD_BMI_PLUS2C,MNE,2022,SEX_BTSX,8.73719978333,8.7,
Prevalence of overweight in children under 5 (%),Montenegro,NUTOVERWEIGHTPREV,MNE,2022,,8.0,8.0,
Prevalence of stunting in children under 5 (%),Montenegro,NUTSTUNTINGPREV,MNE,2022,,8.19999980927,8.2,
Proportion of population using a hand-washing facility with soap and water (%),Montenegro,WSH_HYGIENE_BASIC,MNE,2022,,99.2417373657,99.0,
Proportion of population using safely-managed drinking-water services (%),Montenegro,WSH_WATER_SAFELY_MANAGED,MNE,2022,,85.1189193726,85.0,
Proportion of population using safely-managed sanitation services (%),Montenegro,WSH_SANITATION_SAFELY_MANAGED,MNE,2022,,57.3996810913,57.0,
Proportion of population with primary reliance on clean fuels and technology (%),Montenegro,PHE_HHAIR_PROP_POP_CLEAN_FUELS,MNE,2022,,62.5999984741,63.0,
Proportion of safely treated domestic wastewater flows (%),Montenegro,WSH_DOMESTIC_WASTE_SAFELY_TREATED,MNE,2022,,55.2794189453,55.0,
Reported number of people requiring interventions against NTDs,Montenegro,SDGNTDTREATMENT,MNE,2022,,0.0,0.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Montenegro,SDGODA01,MNE,2022,,8.35000038147,8.4,
Tuberculosis incidence (per 100 000 population),Montenegro,MDG_0000000020,MNE,2022,,14.0,14.0,
Under-five mortality rate (per 1000 live births),Montenegro,MDG_0000000007,MNE,2022,SEX_BTSX,2.72297906876,3.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Morocco,NCD_BMI_30A,MAR,2022,SEX_BTSX,21.7843494415,21.8,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Morocco,M_Est_tob_curr_std,MAR,2022,SEX_BTSX,13.0,13.0,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2018. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Morocco,SDGODAWS,MAR,2022,,200.348495483,200.4,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Morocco,WHS4_100,MAR,2022,,99.0,99.0,
Malaria incidence (per 1000 population at risk),Morocco,MALARIA_EST_INCIDENCE,MAR,2022,,0.0,0.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Morocco,MCV2,MAR,2022,,99.0,99.0,
Neonatal mortality rate (per 1000 live births),Morocco,WHOSIS_000003,MAR,2022,SEX_BTSX,10.5593795776,11.0,
New HIV infections (per 1000 uninfected population),Morocco,SDGHIV,MAR,2022,SEX_BTSX,0.019999999553,0.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Morocco,PCV3,MAR,2022,,98.0,98.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Morocco,NCD_BMI_PLUS2C,MAR,2022,SEX_BTSX,5.73315000534,5.7,
Prevalence of overweight in children under 5 (%),Morocco,NUTOVERWEIGHTPREV,MAR,2022,,4.90000009537,4.9,
Prevalence of stunting in children under 5 (%),Morocco,NUTSTUNTINGPREV,MAR,2022,,12.8000001907,12.8,
Proportion of population using safely-managed drinking-water services (%),Morocco,WSH_WATER_SAFELY_MANAGED,MAR,2022,,74.8242034912,75.0,
Proportion of population using safely-managed sanitation services (%),Morocco,WSH_SANITATION_SAFELY_MANAGED,MAR,2022,,61.0104217529,61.0,
Proportion of population with primary reliance on clean fuels and technology (%),Morocco,PHE_HHAIR_PROP_POP_CLEAN_FUELS,MAR,2022,,97.9000015259,98.0,
Proportion of safely treated domestic wastewater flows (%),Morocco,WSH_DOMESTIC_WASTE_SAFELY_TREATED,MAR,2022,,44.6269798279,45.0,
Reported number of people requiring interventions against NTDs,Morocco,SDGNTDTREATMENT,MAR,2022,,2364.0,2364.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Morocco,SDGODA01,MAR,2022,,0.509999990463,0.5,
Tuberculosis incidence (per 100 000 population),Morocco,MDG_0000000020,MAR,2022,,93.0,93.0,
Under-five mortality rate (per 1000 live births),Morocco,MDG_0000000007,MAR,2022,SEX_BTSX,17.2619304657,17.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Mozambique,NCD_BMI_30A,MOZ,2022,SEX_BTSX,10.262960434,10.3,
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Mozambique,SDGODAWS,MOZ,2022,,116.302902222,116.3,
Density of dentists (per 10 000 population) ,Mozambique,HWF_0010,MOZ,2022,,0.105999998748,0.1,Value obtained from Practising
Density of medical doctors (per 10 000 population) ,Mozambique,HWF_0001,MOZ,2022,,0.815999984741,0.8,
Density of nursing and midwifery personnel (per 10 000 population) ,Mozambique,HWF_0006,MOZ,2022,,5.12400007248,5.1,
Density of pharmacists (per 10 000 population) ,Mozambique,HWF_0014,MOZ,2022,,0.150999993086,0.2,Value obtained from Practising
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Mozambique,WHS4_100,MOZ,2022,,61.0,61.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Mozambique,SDGHPVRECEIVED,MOZ,2022,SEX_FMLE,32.0,32.0,
Malaria incidence (per 1000 population at risk),Mozambique,MALARIA_EST_INCIDENCE,MOZ,2022,,316.743255615,316.7,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Mozambique,MCV2,MOZ,2022,,70.0,70.0,
Neonatal mortality rate (per 1000 live births),Mozambique,WHOSIS_000003,MOZ,2022,SEX_BTSX,25.6985092163,26.0,
New HIV infections (per 1000 uninfected population),Mozambique,SDGHIV,MOZ,2022,SEX_BTSX,3.20000004768,3.2,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Mozambique,PCV3,MOZ,2022,,70.0,70.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Mozambique,NCD_BMI_PLUS2C,MOZ,2022,SEX_BTSX,1.65657997131,1.7,
Prevalence of overweight in children under 5 (%),Mozambique,NUTOVERWEIGHTPREV,MOZ,2022,,5.5,5.5,
Prevalence of stunting in children under 5 (%),Mozambique,NUTSTUNTINGPREV,MOZ,2022,,36.4000015259,36.4,
Prevalence of wasting in children under 5 (%),Mozambique,NUTRITION_WH_2,MOZ,2022,,3.8,3.8,
Proportion of population with primary reliance on clean fuels and technology (%),Mozambique,PHE_HHAIR_PROP_POP_CLEAN_FUELS,MOZ,2022,,6.0,6.0,
Reported number of people requiring interventions against NTDs,Mozambique,SDGNTDTREATMENT,MOZ,2022,,24148568.0,24148568.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Mozambique,SDGODA01,MOZ,2022,,8.60000038147,8.6,
Tuberculosis incidence (per 100 000 population),Mozambique,MDG_0000000020,MOZ,2022,,361.0,361.0,
Under-five mortality rate (per 1000 live births),Mozambique,MDG_0000000007,MOZ,2022,SEX_BTSX,66.2141494751,66.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Myanmar,NCD_BMI_30A,MMR,2022,SEX_BTSX,7.42634010315,7.4,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Myanmar,M_Est_tob_curr_std,MMR,2022,SEX_BTSX,44.4000015259,44.4,The most recent survey was conducted in 2015-16. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Myanmar,SDGODAWS,MMR,2022,,19.2315998077,19.2,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Myanmar,WHS4_100,MMR,2022,,71.0,71.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Myanmar,SDGHPVRECEIVED,MMR,2022,SEX_FMLE,44.0,44.0,
